id,text,offensive_aggregated,offense_a1,offense_a2,offense_a3,offense_a4
1736,Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen URL,NOT,NOT,NOT,NOT,NOT
1737,Mede bezwaard door religieuze leiders die vertellen hoe #waardeloos jullie zijn. #dominee #domineert #macht #geloof #inzicht #bijbel,OFF,OFF,OFF,NOT,OFF
1738,@USER Rob Jetten jij Robot Homo. Jij begrijpt nog steeds niet dat je vriendin Ollogren weer onze vrijheid afpakt door het afschaffen van het Referendum. En ze kan geen eens de huur verhoging stoppen ik kan die makkelijk radicaal stoppen als ik in politiek zit het liefst zonder geld XD,OFF,,,,
1739,@USER Blast from the past! Renee M. van De Boekerij hier.,NOT,NOT,NOT,NOT,NOT
1740,@USER @USER In jeugdig enthousiame maak je weleens een foutje. :flushed_face: ,NOT,NOT,NOT,NOT,OFF
1741,@USER Yolanthe en Sylvie Meijs zijn net zo kil als een veenlijk. Nare mensen.,OFF,,,,
1742,Prima. Opdonderen.,OFF,,,,
1743,"@USER @USER Lekker :relieved_face: Net de aardappel ruggen opgehoogd, vogels gevoerd en de hond uitgelaten. En met jou?",NOT,NOT,NOT,NOT,NOT
1744,"@USER Welke bedoel je, er waren er 3 aan het woord. Presentatrice, mevr van GroenLinks en eoa ruimtevaart ""deskundige"". p.s. Ik verwacht geen antwoord :winking_face:",OFF,NOT,NOT,OFF,OFF
1745,#nieuws Van Barneveld naar kwartfinales Grand Slam of Darts URL,NOT,NOT,NOT,NOT,NOT
1746,"Hij staat aan. Maar is er nou niemand die zegt en nu is het klaar. Manipulerende staats tv met politieke agenda is diep en diep triest. Moet gewoon verboden worden. Berlijnse muur is weg. Duizenden,Films ,series en boeken gemaakt over dat Oost-Duitse regime. Het is hier nu net zo URL",OFF,OFF,NOT,OFF,OFF
1747,"Geef feiten, of hou je bek. Zelfs ik weet dit en ik ben geen bmw fanaat URL",OFF,OFF,OFF,OFF,OFF
1748,"@USER @USER @USER Tamara is ook een tokkie naam, daarom verbaast het mij niets dat zij wordt aangenomen. Ethiek van lik-mijn-vestje aso zoekt aso in de politiek immers. Als je deze post betracht te beamen dien je medicus te zijn. niets anders dan dat. ............................ URL",OFF,OFF,NOT,OFF,OFF
1749,"@USER kiezers van het vloams blok zijn minst tevreden , dat he je als je alleen naar verzuring luistert",OFF,NOT,OFF,NOT,OFF
1750,"@USER Een nieuwe vorm van oorlogsvoering, om bepaalde ideologie te installeren!",NOT,NOT,NOT,NOT,OFF
1751,@USER Je bent niet de enige. Maar deze mensen hebben waarschijnlijk andere prioriteiten...,NOT,NOT,NOT,NOT,NOT
1752,snappen mensen de gedachtegang or nah,NOT,NOT,NOT,NOT,NOT
1753,"@USER @USER Schaf de deelregeringen af,dan word er een groot gat gevuld",NOT,NOT,NOT,NOT,OFF
1754,Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen URL,NOT,NOT,NOT,NOT,NOT
1755,@USER @USER Het kan altijd erger. Wij hebben een SGP burgemeester. Maar hij zei mij en mijn dochtertje wel vriendelijk gedag,OFF,,,,
1756,@USER Ik ga vanavond naar Endgame. Ben heel benieuwd. Over GoT houdt ook iedereen in mijn omgeving braaf de mond dicht :thumbs_up_light_skin_tone: :sparkles: ,NOT,NOT,NOT,NOT,NOT
1757,"@USER @USER Allejezus leeft die #SophieHilbrand onder een steen. Al vaker betrapt op absoluut onbenul en of framing door de struisvogel te spelen. Had Jeroen Pauw deze PVV mijnheer laten bevragen, iemand die wel breed geïnformeerd is en niet de achterlijke uithangt. Kwaliteit #Op1 daalt.",OFF,,,,
1758,@USER Ik ben dit hele corrupte tering zooitje zo zat Geert.,OFF,OFF,OFF,OFF,OFF
1759,"We zijn weer live, speel je mee? URL",NOT,NOT,NOT,NOT,NOT
1760,@USER Factor is geen typische uitkomst van een steekproef. Eerder onderzoek gaf 1000 en dat was beter gefundeerd. 64 officiële is belachelijk maar ook ongefundeerd,NOT,NOT,NOT,NOT,OFF
1761,"#Bevers die de veiligheid van de dijken in gevaar brengen, mogen gedood worden :pouting_face: De provincie Gelderland gaat regels maken waarmee dit wordt toegestaan. Volgens de provincie is het onvermijdelijk om probleembevers te doden. URL",NOT,NOT,NOT,NOT,NOT
1762,@USER @USER Zijn tag komt erbij doordat ik vlaamsfront hun tweet als response op axel erin heb gezet . Get educated ! Echt gast .... URL,OFF,,,,
1763,@USER Het zijn ook plunderingen. #Twitter barst uit zijn voegen van het bewijs. Overal zwarten die geweld gebruiken jouw zielige negers zijn gewoon criminelen zonder geweten die door #antifa (@USER aangezet worden tot rellen moord verkrachtingen en diefstal. Dit zijn jouw mensen URL,OFF,,,,
1764,@USER @USER Of een blauwe bessenboom in je tuin,NOT,NOT,NOT,NOT,NOT
1765,@USER Als ik lelijk ben dan ben jij die kliko die voor mn deur staat fucking buurman Freddie look a like,OFF,,,,
1766,"Hopelijk blijven consumenten die de lokale bioboerderijwinkel ontdekt hebben, deze ook steunen na corona.",NOT,NOT,NOT,NOT,NOT
1767,"@USER @USER @USER @USER Dank, die zocht ik...",NOT,NOT,NOT,NOT,NOT
1768,Boodschappen gedaan. URL,NOT,NOT,NOT,NOT,NOT
1769,"Turkse racistische-fascisten demonstreren nu in #Rotterdam voor de pro-Hitler,pro-nazi #Erdogan-AKP-dictatuur in Turkije.#StopFascism #HAYIR",OFF,,,,
1770,"@USER Daarbij is een test nemen best risicovol. De testen die de politie in UK kreeg waren besmet met Covid19. En ook in de VS zijn besmette testen verstuurd. Zou überhaupt niet weten waarom je je zou laten testen op iets wat, als je onder de 80 bent, minder schadelijk is dan de griep.",NOT,NOT,NOT,NOT,NOT
1771,Beste speler van gisteren bij #ajax was natuurlijk #DELIGT zo ongelooflijk sterk en goed!,NOT,NOT,NOT,NOT,NOT
1772,"Ik zei vroeger altijd dat ik naar Amerika wou gaan want het was er “cool” enzo, mais maintenant j’ai changé d’avis :unamused_face: ",NOT,NOT,NOT,NOT,NOT
1773,McDonalds heeft een leeftijdsgrens !,NOT,NOT,NOT,NOT,NOT
1774,"@USER @USER ""Kan gelden"". Je moet het nog kunnen bewijzen en een deftige reden hebben. Tenzij je mss zelf corona had betwijfel ik of dat u zal kunnen helpen lol URL",NOT,NOT,NOT,NOT,NOT
1775,Mooi nieuws. @USER introduceert #ApplePay URL,NOT,NOT,NOT,NOT,NOT
1776,Na burn-out is kans op tweede instorting groot URL,NOT,NOT,NOT,NOT,NOT
1777,#blog #add #adhd 02/10/2018 – Workshop voor leerkrachten en hulpverleners: Omgaan met moeilijk gedrag van kinderen met ADHD (Antwerpen) URL,NOT,NOT,NOT,NOT,NOT
1778,@USER Deventer heeft het kleine 10 min geregend rond 18.00 daarna niks meer tor nu toe dan,NOT,NOT,NOT,NOT,NOT
1779,@USER Zonder steun en gezeik . Dat is heel fijn kerel .,NOT,OFF,NOT,NOT,NOT
1780,"Volg mijn blogs en vlogs, URL",NOT,NOT,NOT,NOT,NOT
1781,Stel je eens voor....... @USER @USER #trump #usa #corona #FlynnFighters #whatelse #idontknow,NOT,NOT,NOT,NOT,NOT
1782,@USER @USER @USER @USER @USER @USER @USER @USER @USER Mooi ahirt met een prima pasvorm.,NOT,NOT,NOT,NOT,NOT
1783,"@USER @USER @USER @USER Verplegenden, families, vrienden, vriendinnen, ouders oma’s opa’s, hebben geleden en jij snapt niet wat Omzigt zegt! Je bent een lamlul! Leer de basisprincipes van gelijkheid en dan zeker in deze periode! Gadverdamme! @USER ga jij nog klappen voor de zorg! Mijn oma en opa!",OFF,,,,
1784,Nieuwe #gemeenteraadsleden: ik kom veel ouders tegen die maanden tot jaren aan het lijntje gehouden worden door een wijkteam en niet de juiste zorg krijgen. Kunt u zorgen dat aanvraag procedures op orde zijn met oa online aanvraag formuleren en een procedure van 8 wkn? #jeugdhulp,NOT,NOT,NOT,NOT,OFF
1785,@USER ik hoop vooral dat iedereen zal samenblijven want jullie verdienen het elk stuk voor stuk. Wss iets te optimistisch haha,NOT,NOT,NOT,NOT,NOT
1786,Serieuze vraag: Dat een zwarte vrouw ze vraagt te stoppen zien we allemaal. Maar hoe weet Jan of/dat dit antifa is? Kunnen net zo goed boogaloo bois zijn. Hoe weet Jan dit zo goed? Of is het maar een aanname? Iemand?,NOT,NOT,NOT,OFF,NOT
1787,Miljarden voor windmolens voorlopig weggegooid geld URL,NOT,NOT,NOT,NOT,NOT
1788,"Natuurlijk ook daar blanke linksgekkies in de voorste gelederen, want die zielige Afrikaantjes ----------",OFF,OFF,OFF,OFF,OFF
1789,Nieuwe #vacature Vrachtwagenchauffeur met rijbewijs C URL,NOT,NOT,NOT,NOT,NOT
1790,@USER En wat zij doet wel?,NOT,NOT,NOT,NOT,NOT
1791,#ditisM ehm #Ketamine was erg populair in de bus onderweg naar het Guns N Roses concert juli vorig jaar. Ongeleide projectielen dus. Wat is dan het plan tegen depressie?,NOT,NOT,NOT,NOT,NOT
1792,@USER @USER @USER @USER Daar gaat de tweet toch ook over waar het mee begon?,NOT,NOT,NOT,NOT,NOT
1793,@USER @USER @USER Dus lang studeren loont niet? Onzinnig..,OFF,OFF,NOT,OFF,NOT
1794,Lieve mensen. Gewoon gaan. X URL,NOT,NOT,NOT,NOT,NOT
1795,@USER Het woord islam betekent onderwerping. Het lijkt erop dat men er weer op uit is om anderen te onderwerpen. Politie houdt heel veel binnenskamers. Hierdoor kan ik niet altijd goed genoeg inschatten welke instructies verband houden met hun gedrag. URL,OFF,NOT,OFF,OFF,NOT
1796,Socialistische staatsterreur als zodanig benoemen is het nieuwe haatzaaien. #newspeak,OFF,NOT,NOT,OFF,OFF
1797,Best mooi die Britste 'soevereiniteit' die ze na de #Brexit hebben herwonnen. Je zou toch verwachten dat het Verenigd Koninkrijk nu wel even de Chinezen de broek opbindt over Hongkong of niet @USER en #NEXIT vrienden. URL,NOT,NOT,NOT,OFF,NOT
1798,@USER @USER afnemen om te protesteren. en ze hebben al het recht om zich bang en bedreigd te voelen. ze voelen zich al gediscrimineerd in amerika en er is ook sprake van heel veel racisme en natuurlijk gaan ze zich boos en beledigd voelen en dat is ook terecht ze mogen zich boos en-,NOT,NOT,NOT,NOT,NOT
1799,"@USER Klopt ,op de terrassen hoef je dat niet",NOT,NOT,NOT,NOT,NOT
1800,Vandaag over twee weken komt mijn nieuwe #boek uit: URL,NOT,NOT,NOT,NOT,NOT
1801,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,OFF,OFF,OFF,OFF
1802,"@USER @USER Voor de zorg is het een affront... voor de politiek is het een zegen... Voor ons, zieken valt de zorg daarom tegen.. Aan het hoofd van onze landen staan kinderloze psychopaten met een heel eng brein. En zij willen dus ook héél enge mensen om zich heen. URL",OFF,,,,
1803,@USER ONE DIRECTION IS NIET GESTOPT KUT HET IS EEN PAUZE KIJK NIET NAAR DE BLADEN EN LEES HUN DAADWERKELIJKE REACTIES HET IS BULLSHIT,OFF,OFF,OFF,OFF,OFF
1804,Nationale Molendag 2019: Ontmoet de molenaar! In Limburg leuke activiteiten voor jong en oud in en rond zo’n 4... URL,NOT,NOT,NOT,NOT,NOT
1805,Nieuwe blog op kleutergewijs: De leerkracht doet er toe om kansarmoede aan te pakken! URL,NOT,NOT,NOT,NOT,NOT
1806,@USER @USER @USER En gelooft ook nog dat mensen daarvan op vakantie gaan? Meestal gebruikt voor liggende rekeningen :face_with_rolling_eyes: ,NOT,NOT,NOT,NOT,OFF
1807,"Bij werkzaamheden op de luchthaven van Zaventem is vrijdagmiddag een obus uit de Tweede Wereldoorlog gevonden. Er is geen hinder of gevaar voor passagiers, medewerkers of omwonenden van de luchthaven. DOVO zal in de loop van de nacht/ochtend de obus onschadelijk maken.",NOT,NOT,NOT,NOT,NOT
1808,Middelburg laat geweten spreken : regering moet kinderen uit Griekse vluchtelingenkampen naar Nederland halen: MIDDELBURG - Het geweten van Middelburg heeft gesproken: Nederland moet alleenstaande vluchtelingenkinderen uit Griekse kampen halen en in ons… URL,NOT,NOT,NOT,NOT,NOT
1809,Al die windmolens en zonnepanelen die nu in Nederland zijn neergeplant leveren wel 2% op van alle stroom in Nederland. #klimaatzwendel,OFF,OFF,NOT,NOT,OFF
1810,"@USER Hoe zou dat nu toch kunnen!?.. Misschien door de rooftochten, plunderingen, poging tot doodslag, vernielingen, bedreigingen!??....",NOT,NOT,NOT,OFF,NOT
1811,"Topvoetballers van de toekomst weer naar Rood-Wit: 'Mensen beginnen het gewoon te vinden, maar dat is het niet' URL",NOT,NOT,NOT,NOT,NOT
1812,"@USER @USER @USER Ik vind dit wel een duivels dilemma. Er is content die je wat mij betreft echt wel mag verwijderen. Dat is wat mij betreft geen sturing. Er zijn eenvoudige regels waar je aan kan refereren. Bedrog, nazisme, racisme.",NOT,NOT,NOT,NOT,NOT
1813,"De vorige nationaal-populistische revolte eindige ongeveer zo, ik weet niet wat jouw beeld van 'redden' is. URL",NOT,NOT,NOT,NOT,NOT
1814,@USER Mag ook niets meer hè,NOT,NOT,NOT,NOT,OFF
1815,"Turkse Nederlanders of Nederlandse Turken , dat maakt precies het verschil. #Buitenhof",NOT,NOT,NOT,NOT,NOT
1816,@USER Nog eventjes dan komt e #nexit er ook achteraan.,NOT,NOT,NOT,NOT,NOT
1817,Microsoft gaat meer betalen voor het vinden van bugs URL,NOT,NOT,NOT,NOT,NOT
1818,@USER @USER Is gebeurd voor t grootste deel van de wedstrijd.,NOT,NOT,NOT,NOT,NOT
1819,"Gefeliciteerd #Groningen, de beer is los. #gaswinning #onrecht #uitbuiting #kolonialisme #TK2017 @USER @USER @USER URL",NOT,NOT,NOT,NOT,NOT
1820,"@USER Politie ? Welke politie ! Wij kennen toch geen politie in Nederland ! Wij hebben zwakke mannen mannebroeders in Nederland , en fit genoeg denk ik !",OFF,OFF,OFF,OFF,OFF
1821,Uitgewezen asielzoekers steeds vaker terug naar land van herkomst: Uitgewezen asielzoekers gaan steeds vaker z... URL,NOT,NOT,NOT,NOT,NOT
1822,Belgische auto's zijn per definitie verdacht. #Rotterdam,NOT,NOT,NOT,OFF,NOT
1823,"@USER @USER @USER Schei toch uit man, we hebben geen vrijheid hier maar een dictatuur!!!",OFF,OFF,NOT,NOT,OFF
1824,"@USER @USER @USER @USER @USER @USER Leuk dat jij die luxe hebt, maar sommige mensen hebben wél een druk leven en een heel verantwoordelijke baan. Ik ben UD Oude Geschiedenis in Leiden én @USER fellow. Ja, dan moet ik soms reizen, ookal doe ik nu bijna alles online. En nee, dat gaat niet altijd zonder fiets. URL",NOT,OFF,NOT,NOT,NOT
1825,RT BarendrechtnuNL 112 : De brandweer gaat met spoed naar #Vrijenburg in #Barendrecht #voertuigbrand [05: 59] ht... URL,NOT,NOT,NOT,NOT,NOT
1826,@USER Daarvoor is het in Afrika een corrupte maffia bende en daar helpt ontwikkelings hulp aan mee wordt nooit wat,OFF,,,,
1827,@USER @USER Antifa tuig Lees dit maar droplul je bent een rat URL,OFF,,,,
1828,"@USER @USER Ik kan zijn oproep tot geweld echt niet anders zien dan dat! Hoe ongeloofwaardig komt hij nu over. Zwarte Piet bestaat niet echt, dus mag dit zomaar worden geroepen.#Akwasi, wat gezegd is kun je niet meer terugnemen... deze oproep tot haat, afschuwelijk!",OFF,,,,
1829,Trots op mijn dochter in Arnhem. #discriminatie #racisme #helphetdewerelduit,NOT,NOT,NOT,NOT,NOT
1830,"@USER dat ze die zo rap mogelijk uit de politiek verwijderen , dat gastje is een schande voor de mensheid , voor onze democratie. lager dan zijn soort kan een mens niet zijn",OFF,,,,
1831,"Wacht even @USER @USER @USER uw bevriende Turkse regering is 'n punt van discussie, maar haaimams blijven welkom? #StemPVV",NOT,NOT,NOT,NOT,OFF
1832,Apple Pay van start in Nederland. ING gaat de betaaldienst ondersteunen URL,NOT,NOT,NOT,NOT,NOT
1833,Nu heb ik toch al een jaar geleden gezegd dat heel IS platgebombardeerd moest worden. Jammer dat er zo slecht naar mij geluisterd wordt.,NOT,OFF,NOT,NOT,NOT
1834,"@USER Eerste helft 3-0, daarna De Ligt Ziyech en de Jong wisselen",NOT,NOT,NOT,NOT,NOT
1835,Vandaag verzamelen we om 13.00 op het Museumplein voor de Dag van de Arbeid. Zien we je daar? :woman_raising_hand_medium_skin_tone: URL,NOT,NOT,NOT,NOT,NOT
1836,Gelezen op Elsevier : Blauwe diamant geveild voor 45 miljoen. URL,NOT,NOT,NOT,NOT,NOT
1837,@USER Moeilijk hè nieuws uiten naar het volk. :man_facepalming_medium-light_skin_tone: positief nieuws beangstigend maken met “hoge” dode cijfers van Amerika. Ga je werk doen en zoek het echte verhaal achter COVID-19 In de plaats van voorgeschreven nieuws uit te brengen. Vertel de waarheid,OFF,NOT,NOT,OFF,OFF
1838,"@USER @USER @USER Commerciële ook al niet meer hoor, zie @USER Verschil is dat dit niet van uw en mijn belastinggeld gaat.",NOT,NOT,NOT,NOT,NOT
1839,@USER @USER Dit zijn deepstate agenten. Geen journalisten.,OFF,OFF,OFF,OFF,NOT
1840,Ziet u verdachte moslims op straat ? Markeer deze met stenen.. Bel direct de politie en wacht.,OFF,,,,
1841,Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen URL,NOT,NOT,NOT,NOT,NOT
1842,"@USER @USER Roland van der Eem: Nee, deze mensen sluiten een fundamenteel onderdeel van onze grondwet uit nl, het recht op vrijheid van goddienstbeleving. Een fundamentaal recht, dus ondermijnen zij de democratie. Snappie?",NOT,NOT,NOT,NOT,NOT
1843,Vandaag naar #afasopen accountancy. Eindelijk loonaangiftes via OutSite laten accorderen door onze klanten? Ik hoop erop!,NOT,NOT,NOT,NOT,NOT
1844,"@USER @USER Iets anders, wanneer word Asscher voor de rechter gesleept voor het willens en wetens aan de afgrond brengen van duizende mensen door de kinderopvangtoeslagenaffaire???",OFF,OFF,NOT,OFF,OFF
1845,"Grensdoorbrekende documentaire over de 1e #wereldoorlog : Ingekleurde, vloeiende beelden, via liplezers de gesprekken achterhaald. Er is 4 jaar aan gewerkt. ""Opeens is alles echt"" WO 01 &amp; DO 02 20: 00 They Shall Not Grow Old :backhand_index_pointing_right: URL",NOT,NOT,NOT,NOT,NOT
1846,"@USER één woord het is tuig van de richel. Met je geen uitweg zien, van dit tuig is er nog niet één die aan het slachtoffer denkt, alleen aan de duurste artikelen. Ja er zijn ook andere demonstraties welgemeend. We zullen het wel delen op whatsapp, @USER liegend tuig.",OFF,,,,
1847,"Dit debuut moét je lezen: graphic novel #Doorsnee van #PhaedraDerhore over meisje met overgewicht en de lastige weg naar aanvaarding. ""Mensen die goedbedoeld zeggen ""jij draagt je gewicht echt nog wel mooi"" weten niet wat ze eigenlijk zeggen"" URL",NOT,NOT,NOT,NOT,NOT
1848,@USER De PvdA avondvierdaagse is misselijkmakend allemaal maar napraten,OFF,NOT,OFF,OFF,OFF
1849,"@USER @USER Meeste mensen zullen dit gedwee over zich heen laten gaan, en als kuddedieren erin meegaan. Dat is de kracht dat dit rariteitenkabinet heeft bereikt",OFF,OFF,OFF,OFF,OFF
1850,@USER Ja zeker mijn vader heeft vorig jaar nog een hartaanval gehad en hij heeft ook nog hemolytische anemie en ook dat gaat nu weer goed door bloedtransfusie. Mensen kunnen veel hebben...,NOT,NOT,NOT,NOT,NOT
1851,2018 in a nutshell: alle meisjes lijken op eenden,NOT,NOT,NOT,OFF,NOT
1852,@USER vraag het eens aan uw wijf die weet dat als moslima perfect te zeggen . geïmporteerde vreemdelinge zonder menselijke waarde,OFF,,,,
1853,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,,,,
1854,Straks ff lekker een stukje cruisen op mijn grote liefde. URL,NOT,NOT,NOT,NOT,NOT
1855,@USER Land van de duivel man geen wonder dat Allah daar onze laatste geliefde profeet naar toe heeft gestuurd,OFF,OFF,NOT,OFF,OFF
1856,"Een terugblik op de bijzondere #meimaand. Het was extreem warm, zeer zonnig en kurkdroog. Toch verzopen sommige plekken van het water! Wat vond jij van deze zomerse bloeimaand? URL",NOT,NOT,NOT,NOT,NOT
1857,@USER @USER @USER zo heet het bedrijf dat het vuurwerk voor phl verzorgt (twitter account klopt blijkbaar niet),NOT,NOT,NOT,NOT,NOT
1858,"@USER koop een 2de telefoon, verbind je eigen nummer door naar dat nummer, laat je eigen telefoon thuis. URL",NOT,NOT,NOT,NOT,NOT
